state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Kedah,2023,Non-existent investments,,,36,41-50,female
Kedah,2023,Non-existent investments,,,22,51-60,female
Kedah,2023,Non-existent investments,,,16,>=61,female
Kelantan,2021,Non-existent loans,,,5,15-20,female
Kelantan,2021,Non-existent loans,,,20,21-30,female
Kelantan,2021,Non-existent loans,,,17,31-40,female
Kelantan,2021,Non-existent loans,,,10,41-50,female
Kelantan,2021,Non-existent loans,,,4,51-60,female
Kelantan,2021,Non-existent loans,,,2,>=61,female
Kelantan,2021,Non-existent investments,,,2,15-20,female
Kelantan,2021,Non-existent investments,,,10,21-30,female
Kelantan,2021,Non-existent investments,,,16,31-40,female
Kelantan,2021,Non-existent investments,,,9,41-50,female
Kelantan,2021,Non-existent investments,,,8,51-60,female
Kelantan,2021,Non-existent investments,,,0,>=61,female
Kelantan,2022,Non-existent loans,,,8,15-20,female
Kelantan,2022,Non-existent loans,,,22,21-30,female
Kelantan,2022,Non-existent loans,,,23,31-40,female
Kelantan,2022,Non-existent loans,,,5,41-50,female
Kelantan,2022,Non-existent loans,,,3,51-60,female
Kelantan,2022,Non-existent loans,,,1,>=61,female
Kelantan,2022,Non-existent investments,,,4,15-20,female
Kelantan,2022,Non-existent investments,,,20,21-30,female
Kelantan,2022,Non-existent investments,,,16,31-40,female
Kelantan,2022,Non-existent investments,,,16,41-50,female
Kelantan,2022,Non-existent investments,,,9,51-60,female
Kelantan,2022,Non-existent investments,,,6,>=61,female
Kelantan,2023,Non-existent loans,,,4,15-20,female
Kelantan,2023,Non-existent loans,,,20,21-30,female
Kelantan,2023,Non-existent loans,,,6,31-40,female
Kelantan,2023,Non-existent loans,,,4,41-50,female
Kelantan,2023,Non-existent loans,,,3,51-60,female
Kelantan,2023,Non-existent loans,,,4,>=61,female
Kelantan,2023,Non-existent investments,,,3,15-20,female
Kelantan,2023,Non-existent investments,,,13,21-30,female
Kelantan,2023,Non-existent investments,,,20,31-40,female
Kelantan,2023,Non-existent investments,,,17,41-50,female
Kelantan,2023,Non-existent investments,,,9,51-60,female
Kelantan,2023,Non-existent investments,,,6,>=61,female
Melaka,2021,Non-existent loans,,,10,15-20,female
Melaka,2021,Non-existent loans,,,48,21-30,female
Melaka,2021,Non-existent loans,,,21,31-40,female
Melaka,2021,Non-existent loans,,,8,41-50,female
Melaka,2021,Non-existent loans,,,3,51-60,female
Melaka,2021,Non-existent loans,,,1,>=61,female
Melaka,2021,Non-existent investments,,,3,15-20,female
Melaka,2021,Non-existent investments,,,20,21-30,female
Melaka,2021,Non-existent investments,,,26,31-40,female
Melaka,2021,Non-existent investments,,,12,41-50,female
Melaka,2021,Non-existent investments,,,10,51-60,female
Melaka,2021,Non-existent investments,,,2,>=61,female
Melaka,2022,Non-existent loans,,,2,15-20,female
Melaka,2022,Non-existent loans,,,37,21-30,female
Melaka,2022,Non-existent loans,,,36,31-40,female
Melaka,2022,Non-existent loans,,,11,41-50,female
Melaka,2022,Non-existent loans,,,5,51-60,female
Melaka,2022,Non-existent loans,,,0,>=61,female
Melaka,2022,Non-existent investments,,,2,15-20,female
Melaka,2022,Non-existent investments,,,21,21-30,female
Melaka,2022,Non-existent investments,,,23,31-40,female
Melaka,2022,Non-existent investments,,,23,41-50,female
Melaka,2022,Non-existent investments,,,15,51-60,female
Melaka,2022,Non-existent investments,,,5,>=61,female
Melaka,2023,Non-existent loans,,,0,15-20,female
Melaka,2023,Non-existent loans,,,56,21-30,female
Melaka,2023,Non-existent loans,,,48,31-40,female
Melaka,2023,Non-existent loans,,,13,41-50,female
Melaka,2023,Non-existent loans,,,11,51-60,female
Melaka,2023,Non-existent loans,,,2,>=61,female
Melaka,2023,Non-existent investments,,,3,15-20,female
Melaka,2023,Non-existent investments,,,29,21-30,female
Melaka,2023,Non-existent investments,,,49,31-40,female
Melaka,2023,Non-existent investments,,,22,41-50,female
Melaka,2023,Non-existent investments,,,28,51-60,female
Melaka,2023,Non-existent investments,,,11,>=61,female
Negeri Sembilan,2021,Non-existent loans,,,14,15-20,female
Negeri Sembilan,2021,Non-existent loans,,,87,21-30,female
Negeri Sembilan,2021,Non-existent loans,,,57,31-40,female
Negeri Sembilan,2021,Non-existent loans,,,30,41-50,female
Negeri Sembilan,2021,Non-existent loans,,,15,51-60,female
Negeri Sembilan,2021,Non-existent loans,,,1,>=61,female
Negeri Sembilan,2021,Non-existent investments,,,5,15-20,female
Negeri Sembilan,2021,Non-existent investments,,,28,21-30,female
Negeri Sembilan,2021,Non-existent investments,,,26,31-40,female
Negeri Sembilan,2021,Non-existent investments,,,21,41-50,female
Negeri Sembilan,2021,Non-existent investments,,,10,51-60,female
Negeri Sembilan,2021,Non-existent investments,,,5,>=61,female
Negeri Sembilan,2022,Non-existent loans,,,7,15-20,female
Negeri Sembilan,2022,Non-existent loans,,,86,21-30,female
Negeri Sembilan,2022,Non-existent loans,,,49,31-40,female
Negeri Sembilan,2022,Non-existent loans,,,21,41-50,female
Negeri Sembilan,2022,Non-existent loans,,,10,51-60,female
Negeri Sembilan,2022,Non-existent loans,,,5,>=61,female
Negeri Sembilan,2022,Non-existent investments,,,10,15-20,female
Negeri Sembilan,2022,Non-existent investments,,,32,21-30,female
Negeri Sembilan,2022,Non-existent investments,,,54,31-40,female
Negeri Sembilan,2022,Non-existent investments,,,27,41-50,female
Negeri Sembilan,2022,Non-existent investments,,,26,51-60,female
Negeri Sembilan,2022,Non-existent investments,,,14,>=61,female
Negeri Sembilan,2023,Non-existent loans,,,6,15-20,female
Negeri Sembilan,2023,Non-existent loans,,,68,21-30,female
Negeri Sembilan,2023,Non-existent loans,,,69,31-40,female
Negeri Sembilan,2023,Non-existent loans,,,41,41-50,female
Negeri Sembilan,2023,Non-existent loans,,,16,51-60,female
Negeri Sembilan,2023,Non-existent loans,,,8,>=61,female
Negeri Sembilan,2023,Non-existent investments,,,5,15-20,female
Negeri Sembilan,2023,Non-existent investments,,,30,21-30,female
Negeri Sembilan,2023,Non-existent investments,,,63,31-40,female
Negeri Sembilan,2023,Non-existent investments,,,36,41-50,female
Negeri Sembilan,2023,Non-existent investments,,,33,51-60,female
Negeri Sembilan,2023,Non-existent investments,,,29,>=61,female
Pahang,2021,Non-existent loans,,,16,15-20,female
Pahang,2021,Non-existent loans,,,63,21-30,female
Pahang,2021,Non-existent loans,,,38,31-40,female
Pahang,2021,Non-existent loans,,,18,41-50,female
Pahang,2021,Non-existent loans,,,7,51-60,female
Pahang,2021,Non-existent loans,,,1,>=61,female
Pahang,2021,Non-existent investments,,,4,15-20,female
Pahang,2021,Non-existent investments,,,19,21-30,female
Pahang,2021,Non-existent investments,,,20,31-40,female
Pahang,2021,Non-existent investments,,,9,41-50,female
Pahang,2021,Non-existent investments,,,9,51-60,female
Pahang,2021,Non-existent investments,,,3,>=61,female
Pahang,2022,Non-existent loans,,,6,15-20,female
Pahang,2022,Non-existent loans,,,53,21-30,female
Pahang,2022,Non-existent loans,,,40,31-40,female
Pahang,2022,Non-existent loans,,,15,41-50,female
Pahang,2022,Non-existent loans,,,4,51-60,female
Pahang,2022,Non-existent loans,,,3,>=61,female
Pahang,2022,Non-existent investments,,,5,15-20,female
Pahang,2022,Non-existent investments,,,29,21-30,female
Pahang,2022,Non-existent investments,,,47,31-40,female
Pahang,2022,Non-existent investments,,,34,41-50,female
Pahang,2022,Non-existent investments,,,9,51-60,female
Pahang,2022,Non-existent investments,,,5,>=61,female
Pahang,2023,Non-existent loans,,,12,15-20,female
Pahang,2023,Non-existent loans,,,47,21-30,female
Pahang,2023,Non-existent loans,,,58,31-40,female
Pahang,2023,Non-existent loans,,,25,41-50,female
Pahang,2023,Non-existent loans,,,6,51-60,female
Pahang,2023,Non-existent loans,,,3,>=61,female
Pahang,2023,Non-existent investments,,,10,15-20,female
Pahang,2023,Non-existent investments,,,41,21-30,female
Pahang,2023,Non-existent investments,,,65,31-40,female
Pahang,2023,Non-existent investments,,,26,41-50,female
Pahang,2023,Non-existent investments,,,22,51-60,female
Pahang,2023,Non-existent investments,,,24,>=61,female
Pulau Pinang,2021,Non-existent loans,,,11,15-20,female
Pulau Pinang,2021,Non-existent loans,,,76,21-30,female
Pulau Pinang,2021,Non-existent loans,,,46,31-40,female
Pulau Pinang,2021,Non-existent loans,,,21,41-50,female
Pulau Pinang,2021,Non-existent loans,,,9,51-60,female
Pulau Pinang,2021,Non-existent loans,,,2,>=61,female
Pulau Pinang,2021,Non-existent investments,,,7,15-20,female
Pulau Pinang,2021,Non-existent investments,,,52,21-30,female
Pulau Pinang,2021,Non-existent investments,,,44,31-40,female
Pulau Pinang,2021,Non-existent investments,,,26,41-50,female
Pulau Pinang,2021,Non-existent investments,,,18,51-60,female
Pulau Pinang,2021,Non-existent investments,,,10,>=61,female
Pulau Pinang,2022,Non-existent loans,,,3,15-20,female
Pulau Pinang,2022,Non-existent loans,,,67,21-30,female
Pulau Pinang,2022,Non-existent loans,,,37,31-40,female
Pulau Pinang,2022,Non-existent loans,,,15,41-50,female
Pulau Pinang,2022,Non-existent loans,,,7,51-60,female
Pulau Pinang,2022,Non-existent loans,,,2,>=61,female
Pulau Pinang,2022,Non-existent investments,,,5,15-20,female
Pulau Pinang,2022,Non-existent investments,,,38,21-30,female
Pulau Pinang,2022,Non-existent investments,,,54,31-40,female
Pulau Pinang,2022,Non-existent investments,,,24,41-50,female
Pulau Pinang,2022,Non-existent investments,,,10,51-60,female
Pulau Pinang,2022,Non-existent investments,,,3,>=61,female
Pulau Pinang,2023,Non-existent loans,,,1,15-20,female
Pulau Pinang,2023,Non-existent loans,,,74,21-30,female
Pulau Pinang,2023,Non-existent loans,,,49,31-40,female
Pulau Pinang,2023,Non-existent loans,,,27,41-50,female
Pulau Pinang,2023,Non-existent loans,,,14,51-60,female
Pulau Pinang,2023,Non-existent loans,,,2,>=61,female
Pulau Pinang,2023,Non-existent investments,,,7,15-20,female
Pulau Pinang,2023,Non-existent investments,,,63,21-30,female
Pulau Pinang,2023,Non-existent investments,,,49,31-40,female
Pulau Pinang,2023,Non-existent investments,,,53,41-50,female
Pulau Pinang,2023,Non-existent investments,,,35,51-60,female
Pulau Pinang,2023,Non-existent investments,,,13,>=61,female
Perak,2021,Non-existent loans,,,11,15-20,female
Perak,2021,Non-existent loans,,,52,21-30,female
Perak,2021,Non-existent loans,,,35,31-40,female
Perak,2021,Non-existent loans,,,19,41-50,female
Perak,2021,Non-existent loans,,,5,51-60,female
Perak,2021,Non-existent loans,,,3,>=61,female
Perak,2021,Non-existent investments,,,5,15-20,female
Perak,2021,Non-existent investments,,,29,21-30,female
Perak,2021,Non-existent investments,,,27,31-40,female
Perak,2021,Non-existent investments,,,15,41-50,female
Perak,2021,Non-existent investments,,,11,51-60,female
Perak,2021,Non-existent investments,,,4,>=61,female
Perak,2022,Non-existent loans,,,4,15-20,female
Perak,2022,Non-existent loans,,,41,21-30,female
Perak,2022,Non-existent loans,,,41,31-40,female
Perak,2022,Non-existent loans,,,10,41-50,female
Perak,2022,Non-existent loans,,,2,51-60,female
Perak,2022,Non-existent loans,,,1,>=61,female
Perak,2022,Non-existent investments,,,3,15-20,female
Perak,2022,Non-existent investments,,,25,21-30,female
Perak,2022,Non-existent investments,,,27,31-40,female
Perak,2022,Non-existent investments,,,28,41-50,female
Perak,2022,Non-existent investments,,,13,51-60,female
Perak,2022,Non-existent investments,,,9,>=61,female
Perak,2023,Non-existent loans,,,7,15-20,female
Perak,2023,Non-existent loans,,,64,21-30,female
Perak,2023,Non-existent loans,,,40,31-40,female
Perak,2023,Non-existent loans,,,31,41-50,female
Perak,2023,Non-existent loans,,,12,51-60,female
Perak,2023,Non-existent loans,,,5,>=61,female
Perak,2023,Non-existent investments,,,9,15-20,female
Perak,2023,Non-existent investments,,,29,21-30,female
Perak,2023,Non-existent investments,,,37,31-40,female
Perak,2023,Non-existent investments,,,38,41-50,female
Perak,2023,Non-existent investments,,,48,51-60,female
Perak,2023,Non-existent investments,,,31,>=61,female
Perlis,2021,Non-existent loans,,,4,15-20,female
Perlis,2021,Non-existent loans,,,13,21-30,female
Perlis,2021,Non-existent loans,,,4,31-40,female
Perlis,2021,Non-existent loans,,,3,41-50,female
Perlis,2021,Non-existent loans,,,0,51-60,female
Perlis,2021,Non-existent loans,,,1,>=61,female
Perlis,2021,Non-existent investments,,,0,15-20,female
Perlis,2021,Non-existent investments,,,6,21-30,female
Perlis,2021,Non-existent investments,,,4,31-40,female
Perlis,2021,Non-existent investments,,,4,41-50,female
Perlis,2021,Non-existent investments,,,1,51-60,female
Perlis,2021,Non-existent investments,,,0,>=61,female
Perlis,2022,Non-existent loans,,,1,15-20,female
Perlis,2022,Non-existent loans,,,12,21-30,female
Perlis,2022,Non-existent loans,,,10,31-40,female
Perlis,2022,Non-existent loans,,,5,41-50,female
Perlis,2022,Non-existent loans,,,2,51-60,female
Perlis,2022,Non-existent loans,,,1,>=61,female
Perlis,2022,Non-existent investments,,,0,15-20,female
Perlis,2022,Non-existent investments,,,2,21-30,female
Perlis,2022,Non-existent investments,,,8,31-40,female
Perlis,2022,Non-existent investments,,,4,41-50,female
Perlis,2022,Non-existent investments,,,5,51-60,female
Perlis,2022,Non-existent investments,,,0,>=61,female
Perlis,2023,Non-existent loans,,,1,15-20,female
Perlis,2023,Non-existent loans,,,10,21-30,female
Perlis,2023,Non-existent loans,,,5,31-40,female
Perlis,2023,Non-existent loans,,,7,41-50,female
Perlis,2023,Non-existent loans,,,4,51-60,female
Perlis,2023,Non-existent loans,,,0,>=61,female
Perlis,2023,Non-existent investments,,,3,15-20,female
Perlis,2023,Non-existent investments,,,6,21-30,female
Perlis,2023,Non-existent investments,,,8,31-40,female
Perlis,2023,Non-existent investments,,,5,41-50,female
Perlis,2023,Non-existent investments,,,2,51-60,female
Perlis,2023,Non-existent investments,,,3,>=61,female
Selangor,2021,Non-existent loans,,,8,15-20,female
Selangor,2021,Non-existent loans,,,101,21-30,female
Selangor,2021,Non-existent loans,,,87,31-40,female
Selangor,2021,Non-existent loans,,,42,41-50,female
Selangor,2021,Non-existent loans,,,16,51-60,female
Selangor,2021,Non-existent loans,,,7,>=61,female
Selangor,2021,Non-existent investments,,,5,15-20,female
Selangor,2021,Non-existent investments,,,48,21-30,female
Selangor,2021,Non-existent investments,,,62,31-40,female
Selangor,2021,Non-existent investments,,,38,41-50,female
Selangor,2021,Non-existent investments,,,29,51-60,female
Selangor,2021,Non-existent investments,,,6,>=61,female
Selangor,2022,Non-existent loans,,,5,15-20,female
Selangor,2022,Non-existent loans,,,52,21-30,female
Selangor,2022,Non-existent loans,,,45,31-40,female
Selangor,2022,Non-existent loans,,,24,41-50,female
Selangor,2022,Non-existent loans,,,6,51-60,female
Selangor,2022,Non-existent loans,,,1,>=61,female
Selangor,2022,Non-existent investments,,,3,15-20,female
Selangor,2022,Non-existent investments,,,39,21-30,female
Selangor,2022,Non-existent investments,,,65,31-40,female
Selangor,2022,Non-existent investments,,,44,41-50,female
Selangor,2022,Non-existent investments,,,28,51-60,female
Selangor,2022,Non-existent investments,,,13,>=61,female
Selangor,2023,Non-existent loans,,,6,15-20,female
Selangor,2023,Non-existent loans,,,90,21-30,female
Selangor,2023,Non-existent loans,,,101,31-40,female
Selangor,2023,Non-existent loans,,,49,41-50,female
Selangor,2023,Non-existent loans,,,14,51-60,female
Selangor,2023,Non-existent loans,,,8,>=61,female
Selangor,2023,Non-existent investments,,,10,15-20,female
Selangor,2023,Non-existent investments,,,61,21-30,female
Selangor,2023,Non-existent investments,,,119,31-40,female
Selangor,2023,Non-existent investments,,,118,41-50,female
Selangor,2023,Non-existent investments,,,85,51-60,female
Selangor,2023,Non-existent investments,,,68,>=61,female
Terengganu,2021,Non-existent loans,,,7,15-20,female
Terengganu,2021,Non-existent loans,,,31,21-30,female
Terengganu,2021,Non-existent loans,,,31,31-40,female
Terengganu,2021,Non-existent loans,,,12,41-50,female
Terengganu,2021,Non-existent loans,,,6,51-60,female
Terengganu,2021,Non-existent loans,,,1,>=61,female
Terengganu,2021,Non-existent investments,,,4,15-20,female
Terengganu,2021,Non-existent investments,,,13,21-30,female
Terengganu,2021,Non-existent investments,,,12,31-40,female
Terengganu,2021,Non-existent investments,,,9,41-50,female
Terengganu,2021,Non-existent investments,,,5,51-60,female
Terengganu,2021,Non-existent investments,,,0,>=61,female
Terengganu,2022,Non-existent loans,,,5,15-20,female
Terengganu,2022,Non-existent loans,,,30,21-30,female
Terengganu,2022,Non-existent loans,,,34,31-40,female
Terengganu,2022,Non-existent loans,,,6,41-50,female
Terengganu,2022,Non-existent loans,,,1,51-60,female
Terengganu,2022,Non-existent loans,,,0,>=61,female
Terengganu,2022,Non-existent investments,,,3,15-20,female
Terengganu,2022,Non-existent investments,,,23,21-30,female
Terengganu,2022,Non-existent investments,,,31,31-40,female
Terengganu,2022,Non-existent investments,,,21,41-50,female
Terengganu,2022,Non-existent investments,,,8,51-60,female
Terengganu,2022,Non-existent investments,,,3,>=61,female
Terengganu,2023,Non-existent loans,,,2,15-20,female
Terengganu,2023,Non-existent loans,,,19,21-30,female
Terengganu,2023,Non-existent loans,,,15,31-40,female
Terengganu,2023,Non-existent loans,,,7,41-50,female
Terengganu,2023,Non-existent loans,,,4,51-60,female
Terengganu,2023,Non-existent loans,,,2,>=61,female
Terengganu,2023,Non-existent investments,,,1,15-20,female
Terengganu,2023,Non-existent investments,,,18,21-30,female
Terengganu,2023,Non-existent investments,,,32,31-40,female
Terengganu,2023,Non-existent investments,,,18,41-50,female
Terengganu,2023,Non-existent investments,,,12,51-60,female
Terengganu,2023,Non-existent investments,,,9,>=61,female
Sabah,2021,Non-existent loans,,,6,15-20,female
Sabah,2021,Non-existent loans,,,48,21-30,female
Sabah,2021,Non-existent loans,,,37,31-40,female
Sabah,2021,Non-existent loans,,,8,41-50,female
Sabah,2021,Non-existent loans,,,6,51-60,female
Sabah,2021,Non-existent loans,,,4,>=61,female
Sabah,2021,Non-existent investments,,,0,15-20,female
Sabah,2021,Non-existent investments,,,15,21-30,female
Sabah,2021,Non-existent investments,,,11,31-40,female
Sabah,2021,Non-existent investments,,,9,41-50,female
Sabah,2021,Non-existent investments,,,8,51-60,female
Sabah,2021,Non-existent investments,,,0,>=61,female
Sabah,2022,Non-existent loans,,,1,15-20,female
Sabah,2022,Non-existent loans,,,29,21-30,female
Sabah,2022,Non-existent loans,,,25,31-40,female
Sabah,2022,Non-existent loans,,,10,41-50,female
Sabah,2022,Non-existent loans,,,1,51-60,female
Sabah,2022,Non-existent loans,,,3,>=61,female
Sabah,2022,Non-existent investments,,,4,15-20,female
Sabah,2022,Non-existent investments,,,21,21-30,female
Sabah,2022,Non-existent investments,,,31,31-40,female
Sabah,2022,Non-existent investments,,,17,41-50,female
Sabah,2022,Non-existent investments,,,10,51-60,female
Sabah,2022,Non-existent investments,,,1,>=61,female
Sabah,2023,Non-existent loans,,,4,15-20,female
Sabah,2023,Non-existent loans,,,40,21-30,female
Sabah,2023,Non-existent loans,,,49,31-40,female
Sabah,2023,Non-existent loans,,,13,41-50,female
Sabah,2023,Non-existent loans,,,9,51-60,female
Sabah,2023,Non-existent loans,,,1,>=61,female
Sabah,2023,Non-existent investments,,,2,15-20,female
Sabah,2023,Non-existent investments,,,26,21-30,female
Sabah,2023,Non-existent investments,,,45,31-40,female
Sabah,2023,Non-existent investments,,,37,41-50,female
Sabah,2023,Non-existent investments,,,27,51-60,female
Sabah,2023,Non-existent investments,,,7,>=61,female
Sarawak,2021,Non-existent loans,,,22,15-20,female
Sarawak,2021,Non-existent loans,,,86,21-30,female
Sarawak,2021,Non-existent loans,,,58,31-40,female
Sarawak,2021,Non-existent loans,,,27,41-50,female
Sarawak,2021,Non-existent loans,,,2,51-60,female
Sarawak,2021,Non-existent loans,,,2,>=61,female
Sarawak,2021,Non-existent investments,,,8,15-20,female
Sarawak,2021,Non-existent investments,,,17,21-30,female
Sarawak,2021,Non-existent investments,,,16,31-40,female
Sarawak,2021,Non-existent investments,,,13,41-50,female
Sarawak,2021,Non-existent investments,,,4,51-60,female
Sarawak,2021,Non-existent investments,,,1,>=61,female
Sarawak,2022,Non-existent loans,,,5,15-20,female
Sarawak,2022,Non-existent loans,,,51,21-30,female
Sarawak,2022,Non-existent loans,,,26,31-40,female
Sarawak,2022,Non-existent loans,,,13,41-50,female
Sarawak,2022,Non-existent loans,,,6,51-60,female
Sarawak,2022,Non-existent loans,,,3,>=61,female
